0.563835025,0.362061301
0.550123687,0.232058787
0.556714387,0.907234471
0.576419626,0.571628213
0.811458096,0.906184672
0.23822151,0.89723828
0.209063835,0.628578756
0.55762475,0.254417149
0.0793947,0.25132644
0.234046901,0.365513298
0.684684183,0.625393405
0.75728714,0.723067812
0.808863881,0.498262296
0.983353519,0.221854208
0.804120022,0.433385283
0.537153664,0.779607289
0.749217363,0.596830155
0.591573205,0.46469789
0.973443364,0.113108126
0.747349975,0.178651115
0.6863675,0.267884109
0.190862908,0.534390711
0.705806631,0.305484239
0.418947167,0.388065781
0.786454427,0.433353432
0.985594383,0.542986673
0.472409313,0.634181639
0.383071561,0.030400976
0.548644413,0.597688497
0.613282261,0.8737214
0.344850139,0.569205654
0.34758692,0.068452198
0.343095225,0.670401844
0.603455019,0.348335131
0.748832532,0.520116909
0.708321339,0.920096622
0.587196236,0.362187346
0.049244428,0.395402045
0.132328571,0.803791862
0.678380106,0.552739487
0.187545072,0.087055268
0.307165408,0.023333781
0.054724451,0.24568359
0.558692121,0.52255739
0.987392236,0.836564276
0.440794063,0.665666575
0.327389534,0.117057352
0.476824537,0.313915166
0.606756512,0.317907765
0.104165516,0.644894838
0.44174255,0.285022691
0.43745112,0.295428007
0.944666571,0.095431582
0.094510566,0.618427919
0.599134847,0.491112509
0.245052456,0.801059801
0.274208157,0.92328225
0.066506575,0.087936388
0.249626119,0.733731281
0.233214176,0.677829469
0.007200103,0.251597867
0.566252918,0.290296566
0.062603854,0.822581125
0.371725561,0.363804648
0.09058893,0.392798107
0.284610471,0.356793759
0.970489708,0.897129611
0.023427803,0.316147188
0.227371686,0.913041863
0.10141807,0.148499604
0.033865928,0.169846974
0.632092106,0.67123898
0.610878017,0.413003917
0.884611881,0.723680745
0.964594681,0.61543196
0.307472785,0.936006483
0.122586361,0.727778206
0.697955312,0.214410062
0.274096712,0.675216814
0.6123658,0.530239685
0.411590556,0.171874272
0.627958175,0.159144557
0.818867465,0.588833961
0.062664933,0.425984539
0.786715263,0.544133107
0.637526276,0.078747285
0.467708605,0.445915117
0.039928982,0.065631485
0.157738297,0.57558549
0.786761437,0.329064946
0.404815848,0.3357381
0.620698098,0.435624094
0.670980318,0.024265171
0.073847518,0.581364671
0.39877522,0.223215302
0.552612227,0.317122131
0.625924261,0.921870102
0.166968967,0.893234609
0.169673839,0.944562891
0.256445686,0.76763349
